Source,Date,Mean
GCAG,1940-01,-0.1226
GCAG,1939-12,0.4057
GCAG,1939-11,0.044
GCAG,1939-10,-0.0427
GCAG,1939-09,0.0111
GCAG,1939-08,0.0555
GCAG,1939-07,0.0061
GCAG,1939-06,-0.0077
GCAG,1939-05,-0.0366
GCAG,1939-04,-0.1319
GCAG,1939-03,-0.1897
GCAG,1939-02,-0.1137
GCAG,1939-01,-0.1665
GCAG,1938-12,-0.2541
GCAG,1938-11,0.0039
GCAG,1938-10,0.0724
GCAG,1938-09,0.0293
GCAG,1938-08,-0.0149
GCAG,1938-07,-0.0505
GCAG,1938-06,-0.0939
GCAG,1938-05,-0.019
GCAG,1938-04,0.0428
GCAG,1938-03,0.0308
GCAG,1938-02,-0.054
GCAG,1938-01,-0.0378
GCAG,1937-12,-0.0919
GCAG,1937-11,0.0099
GCAG,1937-10,0.1137
GCAG,1937-09,0.1316
GCAG,1937-08,0.093
GCAG,1937-07,-0.0004
GCAG,1937-06,0.0126
GCAG,1937-05,-0.0187
GCAG,1937-04,-0.1262
GCAG,1937-03,-0.1823
GCAG,1937-02,0.0385
GCAG,1937-01,-0.1684
GCAG,1936-12,-0.0193
GCAG,1936-11,-0.0275
GCAG,1936-10,-0.0224
GCAG,1936-09,-0.0389
GCAG,1936-08,-0.0557
GCAG,1936-07,-0.0139
GCAG,1936-06,-0.1075
GCAG,1936-05,-0.1178
GCAG,1936-04,-0.1789
GCAG,1936-03,-0.2107
GCAG,1936-02,-0.3137
GCAG,1936-01,-0.2547
GCAG,1935-12,-0.1769
GCAG,1935-11,-0.2707
GCAG,1935-10,-0.013
GCAG,1935-09,-0.0916
GCAG,1935-08,-0.1003
GCAG,1935-07,-0.1155
GCAG,1935-06,-0.1706
GCAG,1935-05,-0.2038
GCAG,1935-04,-0.2567
GCAG,1935-03,-0.1475
GCAG,1935-02,0.1659
GCAG,1935-01,-0.2894
GCAG,1934-12,-0.0256
GCAG,1934-11,0.0128
GCAG,1934-10,-0.0693
GCAG,1934-09,-0.1226
GCAG,1934-08,-0.0548
GCAG,1934-07,-0.0894
GCAG,1934-06,-0.0025
GCAG,1934-05,-0.0444
GCAG,1934-04,-0.2318
GCAG,1934-03,-0.2574
GCAG,1934-02,-0.0231
GCAG,1934-01,-0.3102
GCAG,1933-12,-0.4069
GCAG,1933-11,-0.2548
GCAG,1933-10,-0.1879
GCAG,1933-09,-0.2214
GCAG,1933-08,-0.1889
GCAG,1933-07,-0.181
GCAG,1933-06,-0.2007
GCAG,1933-05,-0.2091
GCAG,1933-04,-0.2044
GCAG,1933-03,-0.2476
GCAG,1933-02,-0.3167
GCAG,1933-01,-0.3073
GCAG,1932-12,-0.1861
GCAG,1932-11,-0.1945
GCAG,1932-10,-0.0926
GCAG,1932-09,-0.0695
GCAG,1932-08,-0.1757
GCAG,1932-07,-0.1208
GCAG,1932-06,-0.1578
GCAG,1932-05,-0.1674
GCAG,1932-04,-0.0324
GCAG,1932-03,-0.1799
GCAG,1932-02,-0.1794
GCAG,1932-01,0.1547
GCAG,1931-12,-0.1052
GCAG,1931-11,-0.1139
GCAG,1931-10,0.0092
GCAG,1931-09,0.0035
GCAG,1931-08,0.0047
GCAG,1931-07,-0.0155
GCAG,1931-06,-0.0185
GCAG,1931-05,-0.1499
GCAG,1931-04,-0.1625
GCAG,1931-03,-0.0061
GCAG,1931-02,-0.2225
GCAG,1931-01,-0.047
GCAG,1930-12,0.0064
GCAG,1930-11,0.1368
GCAG,1930-10,-0.0011
GCAG,1930-09,-0.1043
GCAG,1930-08,-0.09
GCAG,1930-07,-0.0692
GCAG,1930-06,-0.1135
GCAG,1930-05,-0.1976
GCAG,1930-04,-0.195
GCAG,1930-03,-0.0549
GCAG,1930-02,-0.2
GCAG,1930-01,-0.3206
GCAG,1929-12,-0.5167
GCAG,1929-11,-0.0971
GCAG,1929-10,-0.1185
GCAG,1929-09,-0.2089
GCAG,1929-08,-0.2078
GCAG,1929-07,-0.2735
GCAG,1929-06,-0.2746
GCAG,1929-05,-0.2886
GCAG,1929-04,-0.2976
GCAG,1929-03,-0.2654
GCAG,1929-02,-0.5495
GCAG,1929-01,-0.484
GCAG,1928-12,-0.1713
GCAG,1928-11,-0.0679
GCAG,1928-10,-0.1256
GCAG,1928-09,-0.1904
GCAG,1928-08,-0.1997
GCAG,1928-07,-0.1773
GCAG,1928-06,-0.2777
GCAG,1928-05,-0.1866
GCAG,1928-04,-0.2444
GCAG,1928-03,-0.263
GCAG,1928-02,-0.145
GCAG,1928-01,-0.08
GCAG,1927-12,-0.3132
GCAG,1927-11,-0.0397
GCAG,1927-10,0.014
GCAG,1927-09,-0.0275
GCAG,1927-08,-0.1145
GCAG,1927-07,-0.1035
GCAG,1927-06,-0.2014
GCAG,1927-05,-0.2286
GCAG,1927-04,-0.2207
GCAG,1927-03,-0.2563
GCAG,1927-02,-0.1917
GCAG,1927-01,-0.1723
GCAG,1926-12,-0.2158
GCAG,1926-11,-0.0784
GCAG,1926-10,-0.084
GCAG,1926-09,-0.1031
GCAG,1926-08,-0.0882
GCAG,1926-07,-0.1582
GCAG,1926-06,-0.1224
GCAG,1926-05,-0.1345
GCAG,1926-04,-0.1389
GCAG,1926-03,0.0756
GCAG,1926-02,0.0811
GCAG,1926-01,0.166
GCAG,1925-12,0.1358
GCAG,1925-11,0.0584
GCAG,1925-10,-0.1326
GCAG,1925-09,-0.104
GCAG,1925-08,-0.1374
GCAG,1925-07,-0.2093
GCAG,1925-06,-0.2291
GCAG,1925-05,-0.2233
GCAG,1925-04,-0.1633
GCAG,1925-03,-0.1692
GCAG,1925-02,-0.2783
GCAG,1925-01,-0.3246
GCAG,1924-12,-0.3912
GCAG,1924-11,-0.2942
GCAG,1924-10,-0.2879
GCAG,1924-09,-0.2836
GCAG,1924-08,-0.2895
GCAG,1924-07,-0.2216
GCAG,1924-06,-0.2259
GCAG,1924-05,-0.1903
GCAG,1924-04,-0.2466
GCAG,1924-03,-0.113
GCAG,1924-02,-0.1859
GCAG,1924-01,-0.2536
GCAG,1923-12,0.0001
GCAG,1923-11,0.0285
GCAG,1923-10,-0.1619
GCAG,1923-09,-0.2454
GCAG,1923-08,-0.2824
GCAG,1923-07,-0.282
GCAG,1923-06,-0.1948
GCAG,1923-05,-0.2488
GCAG,1923-04,-0.3381
GCAG,1923-03,-0.2697
GCAG,1923-02,-0.3785
GCAG,1923-01,-0.2143
GCAG,1922-12,-0.1563
GCAG,1922-11,-0.1929
GCAG,1922-10,-0.2506
GCAG,1922-09,-0.2525
GCAG,1922-08,-0.2793
GCAG,1922-07,-0.2615
GCAG,1922-06,-0.282
GCAG,1922-05,-0.2647
GCAG,1922-04,-0.1301
GCAG,1922-03,-0.0787
GCAG,1922-02,-0.2945
GCAG,1922-01,-0.3221
GCAG,1921-12,-0.0822
GCAG,1921-11,-0.1859
GCAG,1921-10,-0.0662
GCAG,1921-09,-0.1481
GCAG,1921-08,-0.1964
GCAG,1921-07,-0.1123
GCAG,1921-06,-0.1665
GCAG,1921-05,-0.1917
GCAG,1921-04,-0.2059
GCAG,1921-03,-0.2176
GCAG,1921-02,-0.1494
GCAG,1921-01,-0.0598
GCAG,1920-12,-0.3886
GCAG,1920-11,-0.251
GCAG,1920-10,-0.2096
GCAG,1920-09,-0.1755
GCAG,1920-08,-0.2306
GCAG,1920-07,-0.2436
GCAG,1920-06,-0.2559
GCAG,1920-05,-0.1682
GCAG,1920-04,-0.2098
GCAG,1920-03,-0.0583
GCAG,1920-02,-0.2197
GCAG,1920-01,-0.1157
GCAG,1919-12,-0.298
GCAG,1919-11,-0.3178
GCAG,1919-10,-0.22
GCAG,1919-09,-0.1833
GCAG,1919-08,-0.2077
GCAG,1919-07,-0.2155
GCAG,1919-06,-0.2348
GCAG,1919-05,-0.1837
GCAG,1919-04,-0.0704
GCAG,1919-03,-0.2393
GCAG,1919-02,-0.053
GCAG,1919-01,-0.2424
GCAG,1918-12,-0.3195
GCAG,1918-11,-0.1154
GCAG,1918-10,-0.0998
GCAG,1918-09,-0.1481
GCAG,1918-08,-0.1777
GCAG,1918-07,-0.2024
GCAG,1918-06,-0.1829
GCAG,1918-05,-0.276
GCAG,1918-04,-0.2966
GCAG,1918-03,-0.1783
GCAG,1918-02,-0.2892
GCAG,1918-01,-0.2146
GCAG,1917-12,-0.5329
GCAG,1917-11,-0.1348
GCAG,1917-10,-0.2602
GCAG,1917-09,-0.0635
GCAG,1917-08,-0.1726
GCAG,1917-07,-0.1721
GCAG,1917-06,-0.3432
GCAG,1917-05,-0.45
GCAG,1917-04,-0.3146
GCAG,1917-03,-0.4287
GCAG,1917-02,-0.4721
GCAG,1917-01,-0.4299
GCAG,1916-12,-0.5742
GCAG,1916-11,-0.3957
GCAG,1916-10,-0.2651
GCAG,1916-09,-0.2616
GCAG,1916-08,-0.2743
GCAG,1916-07,-0.2889
GCAG,1916-06,-0.3834
GCAG,1916-05,-0.2245
GCAG,1916-04,-0.1978
GCAG,1916-03,-0.2944
GCAG,1916-02,-0.1759
GCAG,1916-01,-0.1797
GCAG,1915-12,-0.0503
GCAG,1915-11,-0.0116
GCAG,1915-10,-0.1722
GCAG,1915-09,-0.1111
GCAG,1915-08,-0.076
GCAG,1915-07,-0.0284
GCAG,1915-06,-0.0858
GCAG,1915-05,-0.0685
GCAG,1915-04,0.0215
GCAG,1915-03,-0.1011
GCAG,1915-02,-0.0108
GCAG,1915-01,-0.1374
GCAG,1914-12,-0.0998
GCAG,1914-11,-0.1202
GCAG,1914-10,-0.0938
GCAG,1914-09,-0.1781
GCAG,1914-08,-0.1757
GCAG,1914-07,-0.2095
GCAG,1914-06,-0.1963
GCAG,1914-05,-0.1647
GCAG,1914-04,-0.2481
GCAG,1914-03,-0.1633
GCAG,1914-02,-0.1203
GCAG,1914-01,0.0961
GCAG,1913-12,-0.0374
GCAG,1913-11,-0.1371
GCAG,1913-10,-0.3112
GCAG,1913-09,-0.3562
GCAG,1913-08,-0.328
GCAG,1913-07,-0.3534
GCAG,1913-06,-0.3779
GCAG,1913-05,-0.394
GCAG,1913-04,-0.3506
GCAG,1913-03,-0.4077
GCAG,1913-02,-0.3899
GCAG,1913-01,-0.3513
GCAG,1912-12,-0.3553
GCAG,1912-11,-0.4122
GCAG,1912-10,-0.5185
GCAG,1912-09,-0.5056
GCAG,1912-08,-0.4516
GCAG,1912-07,-0.314
GCAG,1912-06,-0.26
GCAG,1912-05,-0.2257
GCAG,1912-04,-0.2027
GCAG,1912-03,-0.3123
GCAG,1912-02,-0.1091
GCAG,1912-01,-0.2791
GCAG,1911-12,-0.2456
GCAG,1911-11,-0.2571
GCAG,1911-10,-0.3433
GCAG,1911-09,-0.3983
GCAG,1911-08,-0.4541
GCAG,1911-07,-0.4658
GCAG,1911-06,-0.4443
GCAG,1911-05,-0.4775
GCAG,1911-04,-0.5099
GCAG,1911-03,-0.5697
GCAG,1911-02,-0.5265
GCAG,1911-01,-0.5067
GCAG,1910-12,-0.5626
GCAG,1910-11,-0.4956
GCAG,1910-10,-0.4199
GCAG,1910-09,-0.3322
GCAG,1910-08,-0.3325
GCAG,1910-07,-0.3264
GCAG,1910-06,-0.3525
GCAG,1910-05,-0.2999
GCAG,1910-04,-0.339
GCAG,1910-03,-0.4202
GCAG,1910-02,-0.3627
GCAG,1910-01,-0.3035
GCAG,1909-12,-0.4071
GCAG,1909-11,-0.2733
GCAG,1909-10,-0.3935
GCAG,1909-09,-0.3611
GCAG,1909-08,-0.3052
GCAG,1909-07,-0.435
GCAG,1909-06,-0.4145
GCAG,1909-05,-0.4512
GCAG,1909-04,-0.5264
GCAG,1909-03,-0.5399
GCAG,1909-02,-0.4563
GCAG,1909-01,-0.5499
GCAG,1908-12,-0.3846
GCAG,1908-11,-0.4833
GCAG,1908-10,-0.5169
GCAG,1908-09,-0.3973
GCAG,1908-08,-0.4787
GCAG,1908-07,-0.3874
GCAG,1908-06,-0.4062
GCAG,1908-05,-0.3982
GCAG,1908-04,-0.4832
GCAG,1908-03,-0.6041
GCAG,1908-02,-0.3753
GCAG,1908-01,-0.36
GCAG,1907-12,-0.3922
GCAG,1907-11,-0.5055
GCAG,1907-10,-0.3047
GCAG,1907-09,-0.3364
GCAG,1907-08,-0.3378
GCAG,1907-07,-0.3547
GCAG,1907-06,-0.3742
GCAG,1907-05,-0.4669
GCAG,1907-04,-0.3508
GCAG,1907-03,-0.276
GCAG,1907-02,-0.4038
GCAG,1907-01,-0.3443
GCAG,1906-12,-0.165
GCAG,1906-11,-0.3676
GCAG,1906-10,-0.2809
GCAG,1906-09,-0.3053
GCAG,1906-08,-0.2362
GCAG,1906-07,-0.2467
GCAG,1906-06,-0.1768
GCAG,1906-05,-0.2166
GCAG,1906-04,-0.0514
GCAG,1906-03,-0.1484
GCAG,1906-02,-0.2379
GCAG,1906-01,-0.1755
GCAG,1905-12,-0.1334
GCAG,1905-11,-0.0916
GCAG,1905-10,-0.296
GCAG,1905-09,-0.2239
GCAG,1905-08,-0.2275
GCAG,1905-07,-0.1918
GCAG,1905-06,-0.2503
GCAG,1905-05,-0.2879
GCAG,1905-04,-0.4481
GCAG,1905-03,-0.394
GCAG,1905-02,-0.6187
GCAG,1905-01,-0.354
GCAG,1904-12,-0.2414
GCAG,1904-11,-0.1686
GCAG,1904-10,-0.4066
GCAG,1904-09,-0.4632
GCAG,1904-08,-0.4314
GCAG,1904-07,-0.4597
GCAG,1904-06,-0.4403
GCAG,1904-05,-0.4282
GCAG,1904-04,-0.4717
GCAG,1904-03,-0.5129
GCAG,1904-02,-0.467
GCAG,1904-01,-0.5416
GCAG,1903-12,-0.3861
GCAG,1903-11,-0.395
GCAG,1903-10,-0.4357
GCAG,1903-09,-0.3756
GCAG,1903-08,-0.4296
GCAG,1903-07,-0.334
GCAG,1903-06,-0.3759
GCAG,1903-05,-0.3912
GCAG,1903-04,-0.354
GCAG,1903-03,-0.2755
GCAG,1903-02,-0.08
GCAG,1903-01,-0.2101
GCAG,1902-12,-0.3592
GCAG,1902-11,-0.343
GCAG,1902-10,-0.2821
GCAG,1902-09,-0.2315
GCAG,1902-08,-0.2643
GCAG,1902-07,-0.2902
GCAG,1902-06,-0.3324
GCAG,1902-05,-0.2616
GCAG,1902-04,-0.2697
GCAG,1902-03,-0.1954
GCAG,1902-02,-0.0409
GCAG,1902-01,-0.0856
GCAG,1901-12,-0.2372
GCAG,1901-11,-0.1425
GCAG,1901-10,-0.2786
GCAG,1901-09,-0.2059
GCAG,1901-08,-0.1299
GCAG,1901-07,-0.1563
GCAG,1901-06,-0.1273
GCAG,1901-05,-0.1248
GCAG,1901-04,-0.0646
GCAG,1901-03,-0.0327
GCAG,1901-02,-0.0741
GCAG,1901-01,-0.1259
GCAG,1900-12,0.032
GCAG,1900-11,-0.1345
GCAG,1900-10,0.0464
GCAG,1900-09,-0.06
GCAG,1900-08,-0.0708
GCAG,1900-07,-0.0728
GCAG,1900-06,-0.045
GCAG,1900-05,-0.0371
GCAG,1900-04,-0.0985
GCAG,1900-03,-0.0402
GCAG,1900-02,-0.0934
GCAG,1900-01,-0.2404
GCAG,1899-12,-0.1656
GCAG,1899-11,0.1523
GCAG,1899-10,-0.0241
GCAG,1899-09,-0.0307
GCAG,1899-08,-0.0664
GCAG,1899-07,-0.1259
GCAG,1899-06,-0.1977
GCAG,1899-05,-0.1203
GCAG,1899-04,-0.1946
GCAG,1899-03,-0.2549
GCAG,1899-02,-0.2787
GCAG,1899-01,-0.1005
GCAG,1898-12,-0.0073
GCAG,1898-11,-0.2417
GCAG,1898-10,-0.3234
GCAG,1898-09,-0.1968
GCAG,1898-08,-0.2306
GCAG,1898-07,-0.2426
GCAG,1898-06,-0.2078
GCAG,1898-05,-0.2887
GCAG,1898-04,-0.3467
GCAG,1898-03,-0.6515
GCAG,1898-02,-0.2785
GCAG,1898-01,-0.0399
GCAG,1897-12,-0.2989
GCAG,1897-11,-0.2619
GCAG,1897-10,-0.1608
GCAG,1897-09,-0.0247
GCAG,1897-08,-0.0735
GCAG,1897-07,-0.0401
GCAG,1897-06,-0.1
GCAG,1897-05,-0.0256
GCAG,1897-04,-0.0032
GCAG,1897-03,-0.1863
GCAG,1897-02,-0.1086
GCAG,1897-01,-0.1857
GCAG,1896-12,0.049
GCAG,1896-11,-0.1659
GCAG,1896-10,-0.0056
GCAG,1896-09,-0.0679
GCAG,1896-08,-0.0723
GCAG,1896-07,-0.0509
GCAG,1896-06,-0.0925
GCAG,1896-05,-0.1042
GCAG,1896-04,-0.266
GCAG,1896-03,-0.2079
GCAG,1896-02,-0.0789
GCAG,1896-01,-0.1056
GCAG,1895-12,-0.069
GCAG,1895-11,-0.1602
GCAG,1895-10,-0.1317
GCAG,1895-09,-0.1329
GCAG,1895-08,-0.2243
GCAG,1895-07,-0.201
GCAG,1895-06,-0.2938
GCAG,1895-05,-0.2076
GCAG,1895-04,-0.1868
GCAG,1895-03,-0.2879
GCAG,1895-02,-0.4136
GCAG,1895-01,-0.4389
GCAG,1894-12,-0.2412
GCAG,1894-11,-0.2979
GCAG,1894-10,-0.2135
GCAG,1894-09,-0.2531
GCAG,1894-08,-0.2735
GCAG,1894-07,-0.2738
GCAG,1894-06,-0.3487
GCAG,1894-05,-0.3018
GCAG,1894-04,-0.3023
GCAG,1894-03,-0.2064
GCAG,1894-02,-0.2215
GCAG,1894-01,-0.436
GCAG,1893-12,-0.2452
GCAG,1893-11,-0.1657
GCAG,1893-10,-0.2099
GCAG,1893-09,-0.2587
GCAG,1893-08,-0.3281
GCAG,1893-07,-0.2018
GCAG,1893-06,-0.2405
GCAG,1893-05,-0.3421
GCAG,1893-04,-0.35
GCAG,1893-03,-0.2218
GCAG,1893-02,-0.6107
GCAG,1893-01,-0.6796
GCAG,1892-12,-0.4708
GCAG,1892-11,-0.4728
GCAG,1892-10,-0.2464
GCAG,1892-09,-0.2198
GCAG,1892-08,-0.3279
GCAG,1892-07,-0.3497
GCAG,1892-06,-0.2831
GCAG,1892-05,-0.3081
GCAG,1892-04,-0.3203
GCAG,1892-03,-0.3032
GCAG,1892-02,-0.1353
GCAG,1892-01,-0.2372
GCAG,1891-12,-0.0421
GCAG,1891-11,-0.3968
GCAG,1891-10,-0.2861
GCAG,1891-09,-0.1514
GCAG,1891-08,-0.2313
GCAG,1891-07,-0.2264
GCAG,1891-06,-0.2023
GCAG,1891-05,-0.1374
GCAG,1891-04,-0.2523
GCAG,1891-03,-0.212
GCAG,1891-02,-0.5228
GCAG,1891-01,-0.3772
GCAG,1890-12,-0.2302
GCAG,1890-11,-0.3419
GCAG,1890-10,-0.2941
GCAG,1890-09,-0.3508
GCAG,1890-08,-0.3257
GCAG,1890-07,-0.2802
GCAG,1890-06,-0.2875
GCAG,1890-05,-0.3892
GCAG,1890-04,-0.2588
GCAG,1890-03,-0.3189
GCAG,1890-02,-0.4268
GCAG,1890-01,-0.3594
GCAG,1889-12,-0.175
GCAG,1889-11,-0.2769
GCAG,1889-10,-0.1913
GCAG,1889-09,-0.2264
GCAG,1889-08,-0.137
GCAG,1889-07,-0.1604
GCAG,1889-06,-0.0698
GCAG,1889-05,-0.0326
GCAG,1889-04,0.0496
GCAG,1889-03,0.1207
GCAG,1889-02,0.0152
GCAG,1889-01,-0.0944
GCAG,1888-12,0.0445
GCAG,1888-11,-0.0418
GCAG,1888-10,0.019
GCAG,1888-09,-0.069
GCAG,1888-08,-0.1633
GCAG,1888-07,-0.1149
GCAG,1888-06,-0.0943
GCAG,1888-05,-0.1561
GCAG,1888-04,-0.1761
GCAG,1888-03,-0.2974
GCAG,1888-02,-0.3288
GCAG,1888-01,-0.3871
GCAG,1887-12,-0.1988
GCAG,1887-11,-0.1572
GCAG,1887-10,-0.2995
GCAG,1887-09,-0.1827
GCAG,1887-08,-0.3148
GCAG,1887-07,-0.2707
GCAG,1887-06,-0.2149
GCAG,1887-05,-0.239
GCAG,1887-04,-0.1899
GCAG,1887-03,-0.1655
GCAG,1887-02,-0.3745
GCAG,1887-01,-0.3792
GCAG,1886-12,-0.163
GCAG,1886-11,-0.1952
GCAG,1886-10,-0.2261
GCAG,1886-09,-0.1969
GCAG,1886-08,-0.2146
GCAG,1886-07,-0.1599
GCAG,1886-06,-0.2468
GCAG,1886-05,-0.1573
GCAG,1886-04,-0.1679
GCAG,1886-03,-0.2823
GCAG,1886-02,-0.2795
GCAG,1886-01,-0.1143
GCAG,1885-12,0.05
GCAG,1885-11,-0.1262
GCAG,1885-10,-0.1289
GCAG,1885-09,-0.1963
GCAG,1885-08,-0.2407
GCAG,1885-07,-0.2375
GCAG,1885-06,-0.3052
GCAG,1885-05,-0.2787
GCAG,1885-04,-0.2564
GCAG,1885-03,-0.1473
GCAG,1885-02,-0.2558
GCAG,1885-01,-0.4267
GCAG,1884-12,-0.144
GCAG,1884-11,-0.2692
GCAG,1884-10,-0.1695
GCAG,1884-09,-0.2238
GCAG,1884-08,-0.2698
GCAG,1884-07,-0.2985
GCAG,1884-06,-0.1939
GCAG,1884-05,-0.1282
GCAG,1884-04,-0.1809
GCAG,1884-03,-0.2061
GCAG,1884-02,-0.143
GCAG,1884-01,-0.1843
GCAG,1883-12,-0.0738
GCAG,1883-11,-0.1683
GCAG,1883-10,-0.1612
GCAG,1883-09,-0.1467
GCAG,1883-08,-0.0526
GCAG,1883-07,-0.0849
GCAG,1883-06,-0.0066
GCAG,1883-05,-0.1455
GCAG,1883-04,-0.1746
GCAG,1883-03,-0.1326
GCAG,1883-02,-0.2915
GCAG,1883-01,-0.2707
GCAG,1882-12,-0.1705
GCAG,1882-11,-0.1279
GCAG,1882-10,-0.2101
GCAG,1882-09,0.0077
GCAG,1882-08,-0.0037
GCAG,1882-07,-0.0666
GCAG,1882-06,-0.1391
GCAG,1882-05,-0.1459
GCAG,1882-04,-0.1241
GCAG,1882-03,0.0754
GCAG,1882-02,0.0385
GCAG,1882-01,0.0883
GCAG,1881-12,-0.0439
GCAG,1881-11,-0.2194
GCAG,1881-10,-0.2207
GCAG,1881-09,-0.1824
GCAG,1881-08,-0.0519
GCAG,1881-07,-0.0329
GCAG,1881-06,-0.0892
GCAG,1881-05,0.0284
GCAG,1881-04,0.0734
GCAG,1881-03,0.0348
GCAG,1881-02,-0.0296
GCAG,1881-01,-0.0205
GCAG,1880-12,-0.0775
GCAG,1880-11,-0.2672
GCAG,1880-10,-0.1786
GCAG,1880-09,-0.0817
GCAG,1880-08,-0.0725
GCAG,1880-07,-0.1491
GCAG,1880-06,-0.1692
GCAG,1880-05,-0.0738
GCAG,1880-04,-0.0499
GCAG,1880-03,-0.1357
GCAG,1880-02,-0.1229
GCAG,1880-01,0.0009
GISTEMP,2016-12,0.81
GISTEMP,2016-11,0.93
GISTEMP,2016-10,0.89
GISTEMP,2016-09,0.87
GISTEMP,2016-08,0.98
GISTEMP,2016-07,0.83
GISTEMP,2016-06,0.76
GISTEMP,2016-05,0.93
GISTEMP,2016-04,1.09
GISTEMP,2016-03,1.3
GISTEMP,2016-02,1.35
GISTEMP,2016-01,1.17
GISTEMP,2015-12,1.11
GISTEMP,2015-11,1.04
GISTEMP,2015-10,1.06
GISTEMP,2015-09,0.81
GISTEMP,2015-08,0.78
GISTEMP,2015-07,0.71
GISTEMP,2015-06,0.78
GISTEMP,2015-05,0.78
GISTEMP,2015-04,0.74
GISTEMP,2015-03,0.9
GISTEMP,2015-02,0.86
GISTEMP,2015-01,0.81
GISTEMP,2014-12,0.79
GISTEMP,2014-11,0.67
GISTEMP,2014-10,0.85
GISTEMP,2014-09,0.9
GISTEMP,2014-08,0.82
GISTEMP,2014-07,0.57
GISTEMP,2014-06,0.66
GISTEMP,2014-05,0.87
GISTEMP,2014-04,0.78
GISTEMP,2014-03,0.77
GISTEMP,2014-02,0.51
GISTEMP,2014-01,0.73
GISTEMP,2013-12,0.67
GISTEMP,2013-11,0.81
GISTEMP,2013-10,0.69
GISTEMP,2013-09,0.78
GISTEMP,2013-08,0.66
GISTEMP,2013-07,0.59
GISTEMP,2013-06,0.65
GISTEMP,2013-05,0.61
GISTEMP,2013-04,0.52
GISTEMP,2013-03,0.66
GISTEMP,2013-02,0.55
GISTEMP,2013-01,0.68
GISTEMP,2012-12,0.53
GISTEMP,2012-11,0.75
GISTEMP,2012-10,0.78
GISTEMP,2012-09,0.76
GISTEMP,2012-08,0.63
GISTEMP,2012-07,0.57
GISTEMP,2012-06,0.62
GISTEMP,2012-05,0.76
GISTEMP,2012-04,0.69
GISTEMP,2012-03,0.58
GISTEMP,2012-02,0.49
GISTEMP,2012-01,0.46
GISTEMP,2011-12,0.54
GISTEMP,2011-11,0.56
GISTEMP,2011-10,0.66
GISTEMP,2011-09,0.56
GISTEMP,2011-08,0.73
GISTEMP,2011-07,0.73
GISTEMP,2011-06,0.59
GISTEMP,2011-05,0.53
GISTEMP,2011-04,0.65
GISTEMP,2011-03,0.64
GISTEMP,2011-02,0.53
GISTEMP,2011-01,0.51
GISTEMP,2010-12,0.49
GISTEMP,2010-11,0.79
GISTEMP,2010-10,0.71
GISTEMP,2010-09,0.61
GISTEMP,2010-08,0.65
GISTEMP,2010-07,0.62
GISTEMP,2010-06,0.64
GISTEMP,2010-05,0.75
GISTEMP,2010-04,0.87
GISTEMP,2010-03,0.92
GISTEMP,2010-02,0.78
GISTEMP,2010-01,0.73
GISTEMP,2009-12,0.65
GISTEMP,2009-11,0.77
GISTEMP,2009-10,0.64
GISTEMP,2009-09,0.7
GISTEMP,2009-08,0.66
GISTEMP,2009-07,0.72
GISTEMP,2009-06,0.65
GISTEMP,2009-05,0.65
GISTEMP,2009-04,0.61
GISTEMP,2009-03,0.53
GISTEMP,2009-02,0.53
GISTEMP,2009-01,0.62
GISTEMP,2008-12,0.54
GISTEMP,2008-11,0.66
GISTEMP,2008-10,0.67
GISTEMP,2008-09,0.65
GISTEMP,2008-08,0.44
GISTEMP,2008-07,0.6
GISTEMP,2008-06,0.48
GISTEMP,2008-05,0.51
GISTEMP,2008-04,0.53
GISTEMP,2008-03,0.73
GISTEMP,2008-02,0.36
GISTEMP,2008-01,0.24
GISTEMP,2007-12,0.5
GISTEMP,2007-11,0.57
GISTEMP,2007-10,0.6
GISTEMP,2007-09,0.64
GISTEMP,2007-08,0.6
GISTEMP,2007-07,0.62
GISTEMP,2007-06,0.58
GISTEMP,2007-05,0.67
GISTEMP,2007-04,0.76
GISTEMP,2007-03,0.7
GISTEMP,2007-02,0.7
GISTEMP,2007-01,0.96
GISTEMP,2006-12,0.77
GISTEMP,2006-11,0.72
GISTEMP,2006-10,0.69
GISTEMP,2006-09,0.64
GISTEMP,2006-08,0.72
GISTEMP,2006-07,0.54
GISTEMP,2006-06,0.64
GISTEMP,2006-05,0.47
GISTEMP,2006-04,0.5
GISTEMP,2006-03,0.63
GISTEMP,2006-02,0.7
GISTEMP,2006-01,0.57
GISTEMP,2005-12,0.68
GISTEMP,2005-11,0.76
GISTEMP,2005-10,0.8
GISTEMP,2005-09,0.78
GISTEMP,2005-08,0.63
GISTEMP,2005-07,0.66
GISTEMP,2005-06,0.67
GISTEMP,2005-05,0.65
GISTEMP,2005-04,0.69
GISTEMP,2005-03,0.69
GISTEMP,2005-02,0.58
GISTEMP,2005-01,0.72
GISTEMP,2004-12,0.52
GISTEMP,2004-11,0.72
GISTEMP,2004-10,0.66
GISTEMP,2004-09,0.53
GISTEMP,2004-08,0.45
GISTEMP,2004-07,0.26
GISTEMP,2004-06,0.43
GISTEMP,2004-05,0.42
GISTEMP,2004-04,0.62
GISTEMP,2004-03,0.64
GISTEMP,2004-02,0.71
GISTEMP,2004-01,0.59
GISTEMP,2003-12,0.75
GISTEMP,2003-11,0.55
GISTEMP,2003-10,0.75
GISTEMP,2003-09,0.66
